user_id,session_id,date,month,channel,campaign_type,device,user_type,region,visited_website,viewed_product,added_to_cart,checkout_started,purchase_completed,discount_applied,order_value,revenue,weekday
416790,10934,2025-09-13,2025-09,Organic,Discount,Mobile,New,Non-Metro,1,1,0,0,0,0,499.0,0.0,Saturday
967619,10935,2025-10-15,2025-10,Paid Ads,Discount,Mobile,New,Non-Metro,1,1,1,0,0,0,499.0,0.0,Wednesday
501752,10936,2025-08-09,2025-08,Paid Ads,New Launch,Desktop,Returning,Non-Metro,1,0,0,0,0,0,499.0,0.0,Saturday
741687,10937,2025-10-10,2025-10,Organic,Influencer,Mobile,Returning,Metro,1,1,0,0,0,0,499.0,0.0,Friday
156747,10938,2025-09-02,2025-09,Paid Ads,Discount,Mobile,New,Non-Metro,1,1,0,0,0,0,499.0,0.0,Tuesday
145712,10939,2025-09-18,2025-09,Organic,New Launch,Mobile,New,Non-Metro,1,0,0,0,0,0,499.0,0.0,Thursday
499489,10940,2025-09-22,2025-09,Paid Ads,New Launch,Desktop,New,Metro,1,1,1,0,0,0,499.0,0.0,Monday
433964,10941,2025-08-27,2025-08,Paid Ads,Discount,Mobile,Returning,Metro,1,1,1,1,1,1,2259.35,2033.415,Wednesday
225342,10942,2025-11-30,2025-11,Paid Ads,Discount,Mobile,New,Metro,1,1,1,0,0,0,499.0,0.0,Sunday
715516,10943,2025-07-30,2025-07,Paid Ads,Discount,Mobile,New,Metro,1,0,0,0,0,0,499.0,0.0,Wednesday
436497,10944,2025-12-15,2025-12,Paid Ads,Discount,Mobile,Returning,Metro,1,1,1,1,1,1,1483.45,1335.105,Monday
587707,10945,2025-07-25,2025-07,Email,New Launch,Desktop,New,Non-Metro,1,1,0,0,0,0,499.0,0.0,Friday
192091,10946,2025-07-10,2025-07,Email,New Launch,Mobile,New,Metro,1,1,1,0,0,0,499.0,0.0,Thursday
448058,10947,2025-10-17,2025-10,Paid Ads,Discount,Desktop,Returning,Metro,1,0,0,0,0,0,499.0,0.0,Friday
281902,10948,2025-08-26,2025-08,Organic,Discount,Mobile,Returning,Non-Metro,1,1,0,0,0,0,499.0,0.0,Tuesday
993150,10949,2025-12-10,2025-12,Paid Ads,Influencer,Desktop,Returning,Metro,1,0,0,0,0,0,499.0,0.0,Wednesday
510343,10950,2025-07-27,2025-07,Email,New Launch,Desktop,Returning,Non-Metro,1,1,0,0,0,0,499.0,0.0,Sunday
346222,10951,2025-08-31,2025-08,Email,New Launch,Mobile,Returning,Metro,1,1,1,0,0,0,499.0,0.0,Sunday
314560,10952,2025-12-04,2025-12,Paid Ads,New Launch,Mobile,New,Metro,1,0,0,0,0,0,499.0,0.0,Thursday
635827,10953,2025-10-07,2025-10,Social,Discount,Mobile,Returning,Metro,1,1,1,1,1,1,2055.54,1849.986,Tuesday
802121,10954,2025-11-26,2025-11,Organic,Influencer,Mobile,Returning,Non-Metro,1,1,0,0,0,0,499.0,0.0,Wednesday
932651,10955,2025-12-16,2025-12,Paid Ads,Influencer,Desktop,New,Metro,1,0,0,0,0,0,499.0,0.0,Tuesday
375478,10956,2025-12-06,2025-12,Organic,Discount,Mobile,Returning,Non-Metro,1,0,0,0,0,0,499.0,0.0,Saturday
894335,10957,2025-11-24,2025-11,Email,Discount,Mobile,New,Non-Metro,1,1,0,0,0,0,499.0,0.0,Monday
521743,10958,2025-08-07,2025-08,Social,Influencer,Mobile,Returning,Metro,1,1,0,0,0,0,499.0,0.0,Thursday
614906,10959,2025-12-07,2025-12,Paid Ads,Discount,Mobile,New,Metro,1,1,1,1,0,0,499.0,0.0,Sunday
682296,10960,2025-07-04,2025-07,Social,Discount,Mobile,New,Non-Metro,1,1,1,1,0,0,499.0,0.0,Friday
576492,10961,2025-09-16,2025-09,Social,Influencer,Mobile,Returning,Non-Metro,1,0,0,0,0,0,499.0,0.0,Tuesday
461462,10962,2025-09-03,2025-09,Paid Ads,Discount,Mobile,New,Metro,1,0,0,0,0,0,499.0,0.0,Wednesday
519924,10963,2025-10-12,2025-10,Social,Discount,Desktop,New,Metro,1,0,0,0,0,0,499.0,0.0,Sunday
766220,10964,2025-09-21,2025-09,Paid Ads,Discount,Desktop,New,Non-Metro,1,1,1,0,0,0,499.0,0.0,Sunday
167300,10965,2025-08-17,2025-08,Paid Ads,New Launch,Desktop,New,Metro,1,0,0,0,0,0,499.0,0.0,Sunday
491407,10966,2025-12-07,2025-12,Paid Ads,Discount,Desktop,New,Non-Metro,1,1,1,0,0,0,499.0,0.0,Sunday
907274,10967,2025-11-02,2025-11,Paid Ads,Discount,Mobile,New,Metro,1,0,0,0,0,0,499.0,0.0,Sunday
291285,10968,2025-07-08,2025-07,Email,New Launch,Mobile,Returning,Metro,1,0,0,0,0,0,499.0,0.0,Tuesday
928804,10969,2025-11-10,2025-11,Organic,New Launch,Mobile,Returning,Non-Metro,1,0,0,0,0,0,499.0,0.0,Monday
476460,10970,2025-12-24,2025-12,Organic,Discount,Mobile,New,Metro,1,0,0,0,0,0,499.0,0.0,Wednesday
198971,10971,2025-10-07,2025-10,Paid Ads,New Launch,Mobile,Returning,Metro,1,1,0,0,0,0,499.0,0.0,Tuesday
138744,10972,2025-08-22,2025-08,Social,Discount,Desktop,New,Metro,1,1,0,0,0,0,499.0,0.0,Friday
478226,10973,2025-11-04,2025-11,Email,Influencer,Mobile,New,Metro,1,1,0,0,0,0,499.0,0.0,Tuesday
419586,10974,2025-10-24,2025-10,Organic,Discount,Mobile,Returning,Non-Metro,1,0,0,0,0,0,499.0,0.0,Friday
710278,10975,2025-08-29,2025-08,Social,Discount,Desktop,New,Metro,1,1,0,0,0,0,499.0,0.0,Friday
469061,10976,2025-11-18,2025-11,Social,Discount,Mobile,New,Metro,1,0,0,0,0,0,499.0,0.0,Tuesday
334975,10977,2025-09-27,2025-09,Email,Discount,Desktop,Returning,Metro,1,1,1,1,0,0,499.0,0.0,Saturday
627938,10978,2025-08-20,2025-08,Paid Ads,New Launch,Desktop,New,Metro,1,1,0,0,0,0,499.0,0.0,Wednesday
669405,10979,2025-12-04,2025-12,Email,Discount,Desktop,New,Metro,1,1,1,1,0,0,499.0,0.0,Thursday
977676,10980,2025-07-20,2025-07,Paid Ads,Influencer,Mobile,Returning,Non-Metro,1,1,1,1,0,0,499.0,0.0,Sunday
889622,10981,2025-08-04,2025-08,Paid Ads,Discount,Desktop,New,Metro,1,0,0,0,0,0,499.0,0.0,Monday
148113,10982,2025-09-28,2025-09,Email,New Launch,Mobile,New,Metro,1,1,0,0,0,0,499.0,0.0,Sunday
239861,10983,2025-10-23,2025-10,Paid Ads,Discount,Mobile,Returning,Non-Metro,1,0,0,0,0,0,499.0,0.0,Thursday
132125,10984,2025-09-22,2025-09,Paid Ads,New Launch,Mobile,New,Metro,1,1,0,0,0,0,499.0,0.0,Monday
329767,10985,2025-10-15,2025-10,Organic,Discount,Desktop,New,Metro,1,1,1,0,0,0,499.0,0.0,Wednesday
492144,10986,2025-08-10,2025-08,Organic,Discount,Mobile,New,Metro,1,0,0,0,0,0,499.0,0.0,Sunday
790778,10987,2025-12-19,2025-12,Organic,Discount,Mobile,New,Non-Metro,1,1,1,0,0,0,499.0,0.0,Friday
998336,10988,2025-08-13,2025-08,Paid Ads,Discount,Desktop,Returning,Metro,1,0,0,0,0,0,499.0,0.0,Wednesday
278157,10989,2025-11-11,2025-11,Social,New Launch,Mobile,New,Non-Metro,1,1,0,0,0,0,499.0,0.0,Tuesday
643056,10990,2025-11-22,2025-11,Organic,Discount,Mobile,New,Metro,1,0,0,0,0,0,499.0,0.0,Saturday
805321,10991,2025-10-28,2025-10,Organic,New Launch,Mobile,New,Metro,1,0,0,0,0,0,499.0,0.0,Tuesday
443243,10992,2025-10-22,2025-10,Paid Ads,Influencer,Mobile,New,Metro,1,1,0,0,0,0,499.0,0.0,Wednesday
353807,10993,2025-09-29,2025-09,Organic,Discount,Mobile,New,Non-Metro,1,1,1,0,0,0,499.0,0.0,Monday
783245,10994,2025-08-10,2025-08,Paid Ads,Discount,Mobile,New,Non-Metro,1,0,0,0,0,0,499.0,0.0,Sunday
711709,10995,2025-11-28,2025-11,Paid Ads,Influencer,Desktop,New,Metro,1,1,1,0,0,0,499.0,0.0,Friday
816442,10996,2025-08-07,2025-08,Paid Ads,Discount,Mobile,New,Metro,1,0,0,0,0,0,499.0,0.0,Thursday
893327,10997,2025-12-16,2025-12,Paid Ads,Influencer,Mobile,New,Non-Metro,1,1,0,0,0,0,499.0,0.0,Tuesday
281383,10998,2025-07-31,2025-07,Organic,Discount,Mobile,Returning,Metro,1,1,1,1,0,0,499.0,0.0,Thursday
844854,10999,2025-11-21,2025-11,Paid Ads,New Launch,Mobile,Returning,Metro,1,1,0,0,0,0,499.0,0.0,Friday
298139,11000,2025-10-31,2025-10,Paid Ads,Influencer,Mobile,Returning,Non-Metro,1,1,0,0,0,0,499.0,0.0,Friday
171017,11001,2025-11-08,2025-11,Paid Ads,Influencer,Desktop,New,Non-Metro,1,1,0,0,0,0,499.0,0.0,Saturday
910364,11002,2025-09-18,2025-09,Paid Ads,Discount,Desktop,Returning,Metro,1,0,0,0,0,0,499.0,0.0,Thursday
645648,11003,2025-10-23,2025-10,Paid Ads,Discount,Mobile,New,Metro,1,1,1,0,0,0,499.0,0.0,Thursday
941279,11004,2025-11-21,2025-11,Paid Ads,New Launch,Mobile,Returning,Metro,1,0,0,0,0,0,499.0,0.0,Friday
602394,11005,2025-09-06,2025-09,Paid Ads,Discount,Mobile,New,Non-Metro,1,1,0,0,0,0,499.0,0.0,Saturday
714653,11006,2025-09-07,2025-09,Paid Ads,Discount,Mobile,Returning,Metro,1,1,0,0,0,0,499.0,0.0,Sunday
709756,11007,2025-09-25,2025-09,Organic,Discount,Mobile,New,Metro,1,1,1,1,1,1,2512.89,2261.601,Thursday
357137,11008,2025-08-11,2025-08,Paid Ads,Discount,Desktop,New,Non-Metro,1,1,0,0,0,0,499.0,0.0,Monday
401075,11009,2025-11-03,2025-11,Paid Ads,Discount,Mobile,New,Metro,1,1,1,0,0,0,499.0,0.0,Monday
155823,11010,2025-07-19,2025-07,Organic,Discount,Desktop,Returning,Non-Metro,1,1,0,0,0,0,499.0,0.0,Saturday
924464,11011,2025-09-27,2025-09,Paid Ads,Discount,Desktop,Returning,Non-Metro,1,0,0,0,0,0,499.0,0.0,Saturday
871279,11012,2025-09-21,2025-09,Paid Ads,Discount,Mobile,New,Non-Metro,1,0,0,0,0,0,499.0,0.0,Sunday
836786,11013,2025-08-31,2025-08,Social,Discount,Mobile,New,Non-Metro,1,1,1,0,0,0,499.0,0.0,Sunday
118807,11014,2025-07-03,2025-07,Paid Ads,Influencer,Mobile,Returning,Non-Metro,1,1,0,0,0,0,499.0,0.0,Thursday
763431,11015,2025-07-08,2025-07,Organic,Influencer,Desktop,New,Metro,1,1,0,0,0,0,499.0,0.0,Tuesday
677701,11016,2025-12-06,2025-12,Paid Ads,Discount,Mobile,New,Metro,1,1,1,1,1,0,1962.14,1962.14,Saturday
781509,11017,2025-07-19,2025-07,Paid Ads,Discount,Mobile,New,Metro,1,1,0,0,0,0,499.0,0.0,Saturday
639828,11018,2025-10-27,2025-10,Paid Ads,Influencer,Mobile,New,Metro,1,1,0,0,0,0,499.0,0.0,Monday
856572,11019,2025-09-03,2025-09,Social,Discount,Desktop,New,Non-Metro,1,0,0,0,0,0,499.0,0.0,Wednesday
170248,11020,2025-08-22,2025-08,Organic,Discount,Mobile,Returning,Metro,1,1,0,0,0,0,499.0,0.0,Friday
352515,11021,2025-07-13,2025-07,Email,Discount,Mobile,New,Metro,1,1,1,1,1,1,2346.45,2111.805,Sunday
847097,11022,2025-08-28,2025-08,Paid Ads,Discount,Desktop,Returning,Metro,1,1,0,0,0,0,499.0,0.0,Thursday
210494,11023,2025-12-18,2025-12,Paid Ads,New Launch,Mobile,Returning,Non-Metro,1,1,0,0,0,0,499.0,0.0,Thursday
873931,11024,2025-07-12,2025-07,Organic,Influencer,Mobile,New,Metro,1,0,0,0,0,0,499.0,0.0,Saturday
709723,11025,2025-09-26,2025-09,Organic,Discount,Desktop,New,Metro,1,1,0,0,0,0,499.0,0.0,Friday
644075,11026,2025-10-06,2025-10,Social,Discount,Desktop,New,Metro,1,1,0,0,0,0,499.0,0.0,Monday
383126,11027,2025-11-29,2025-11,Social,Influencer,Mobile,New,Metro,1,1,0,0,0,0,499.0,0.0,Saturday
350768,11028,2025-12-17,2025-12,Social,Discount,Desktop,New,Metro,1,1,0,0,0,0,499.0,0.0,Wednesday
646894,11029,2025-11-14,2025-11,Organic,Influencer,Mobile,New,Non-Metro,1,1,1,0,0,0,499.0,0.0,Friday
882920,11030,2025-12-23,2025-12,Organic,New Launch,Desktop,Returning,Non-Metro,1,1,0,0,0,0,499.0,0.0,Tuesday
872783,11031,2025-09-06,2025-09,Paid Ads,Discount,Mobile,New,Metro,1,1,1,1,1,0,2480.06,2480.06,Saturday
333867,11032,2025-12-23,2025-12,Paid Ads,Discount,Mobile,Returning,Metro,1,1,0,0,0,0,499.0,0.0,Tuesday
212223,11033,2025-11-30,2025-11,Paid Ads,New Launch,Mobile,New,Metro,1,0,0,0,0,0,499.0,0.0,Sunday
671224,11034,2025-10-08,2025-10,Paid Ads,Influencer,Mobile,New,Metro,1,1,0,0,0,0,499.0,0.0,Wednesday
717574,11035,2025-11-29,2025-11,Paid Ads,Influencer,Mobile,New,Non-Metro,1,1,0,0,0,0,499.0,0.0,Saturday
661669,11036,2025-07-23,2025-07,Email,Influencer,Mobile,New,Metro,1,0,0,0,0,0,499.0,0.0,Wednesday
483609,11037,2025-10-11,2025-10,Paid Ads,Discount,Mobile,Returning,Metro,1,1,0,0,0,0,499.0,0.0,Saturday
914506,11038,2025-08-31,2025-08,Paid Ads,New Launch,Mobile,New,Non-Metro,1,1,0,0,0,0,499.0,0.0,Sunday
513811,11039,2025-09-17,2025-09,Paid Ads,New Launch,Mobile,Returning,Metro,1,0,0,0,0,0,499.0,0.0,Wednesday
668482,11040,2025-09-27,2025-09,Organic,Discount,Mobile,New,Metro,1,1,1,0,0,0,499.0,0.0,Saturday
804737,11041,2025-10-28,2025-10,Paid Ads,New Launch,Mobile,New,Non-Metro,1,0,0,0,0,0,499.0,0.0,Tuesday
388997,11042,2025-10-15,2025-10,Social,New Launch,Mobile,New,Metro,1,0,0,0,0,0,499.0,0.0,Wednesday
435863,11043,2025-07-10,2025-07,Email,Discount,Desktop,New,Non-Metro,1,1,0,0,0,0,499.0,0.0,Thursday
251733,11044,2025-07-10,2025-07,Paid Ads,Influencer,Mobile,Returning,Non-Metro,1,1,0,0,0,0,499.0,0.0,Thursday
623512,11045,2025-09-08,2025-09,Paid Ads,Influencer,Mobile,Returning,Non-Metro,1,1,1,0,0,0,499.0,0.0,Monday
805853,11046,2025-09-07,2025-09,Paid Ads,Discount,Mobile,New,Metro,1,1,0,0,0,0,499.0,0.0,Sunday
743012,11047,2025-08-29,2025-08,Paid Ads,Influencer,Mobile,Returning,Metro,1,1,1,1,0,0,499.0,0.0,Friday
337777,11048,2025-10-01,2025-10,Organic,New Launch,Mobile,New,Metro,1,1,0,0,0,0,499.0,0.0,Wednesday
267567,11049,2025-09-03,2025-09,Paid Ads,New Launch,Desktop,Returning,Non-Metro,1,0,0,0,0,0,499.0,0.0,Wednesday
113703,11050,2025-08-26,2025-08,Organic,Influencer,Mobile,Returning,Metro,1,1,0,0,0,0,499.0,0.0,Tuesday
158453,11051,2025-10-19,2025-10,Paid Ads,Influencer,Mobile,New,Metro,1,1,1,1,1,0,2046.56,2046.56,Sunday
712766,11052,2025-07-14,2025-07,Organic,New Launch,Mobile,Returning,Metro,1,1,0,0,0,0,499.0,0.0,Monday
601738,11053,2025-08-05,2025-08,Social,New Launch,Mobile,New,Metro,1,1,0,0,0,0,499.0,0.0,Tuesday
919593,11054,2025-08-31,2025-08,Paid Ads,New Launch,Desktop,New,Non-Metro,1,1,1,0,0,0,499.0,0.0,Sunday
287063,11055,2025-09-14,2025-09,Paid Ads,Influencer,Mobile,Returning,Non-Metro,1,0,0,0,0,0,499.0,0.0,Sunday
476440,11056,2025-07-15,2025-07,Organic,New Launch,Mobile,Returning,Metro,1,1,0,0,0,0,499.0,0.0,Tuesday
338411,11057,2025-08-18,2025-08,Social,Discount,Mobile,New,Metro,1,0,0,0,0,0,499.0,0.0,Monday
502932,11058,2025-09-18,2025-09,Organic,New Launch,Desktop,New,Metro,1,1,0,0,0,0,499.0,0.0,Thursday
919781,11059,2025-11-20,2025-11,Organic,Discount,Mobile,New,Non-Metro,1,0,0,0,0,0,499.0,0.0,Thursday
671386,11060,2025-12-19,2025-12,Email,Discount,Desktop,Returning,Metro,1,1,0,0,0,0,499.0,0.0,Friday
470579,11061,2025-09-16,2025-09,Organic,New Launch,Desktop,New,Metro,1,1,1,1,1,1,2572.22,2314.998,Tuesday
151990,11062,2025-11-07,2025-11,Paid Ads,Discount,Mobile,New,Metro,1,1,0,0,0,0,499.0,0.0,Friday
431065,11063,2025-10-27,2025-10,Social,Influencer,Mobile,New,Metro,1,0,0,0,0,0,499.0,0.0,Monday
791898,11064,2025-09-01,2025-09,Paid Ads,Discount,Mobile,New,Metro,1,1,0,0,0,0,499.0,0.0,Monday
724860,11065,2025-07-24,2025-07,Social,Influencer,Mobile,Returning,Metro,1,1,0,0,0,0,499.0,0.0,Thursday
861269,11066,2025-07-02,2025-07,Paid Ads,New Launch,Mobile,Returning,Non-Metro,1,0,0,0,0,0,499.0,0.0,Wednesday
369357,11067,2025-09-20,2025-09,Paid Ads,Discount,Mobile,New,Metro,1,0,0,0,0,0,499.0,0.0,Saturday
224693,11068,2025-11-09,2025-11,Paid Ads,Discount,Desktop,New,Metro,1,1,0,0,0,0,499.0,0.0,Sunday
275295,11069,2025-09-30,2025-09,Paid Ads,New Launch,Mobile,New,Metro,1,1,0,0,0,0,499.0,0.0,Tuesday
978087,11070,2025-10-13,2025-10,Organic,Discount,Mobile,New,Non-Metro,1,0,0,0,0,0,499.0,0.0,Monday
885786,11071,2025-12-15,2025-12,Paid Ads,Discount,Desktop,New,Metro,1,1,0,0,0,0,499.0,0.0,Monday
430515,11072,2025-07-07,2025-07,Paid Ads,Discount,Desktop,New,Metro,1,1,0,0,0,0,499.0,0.0,Monday
168274,11073,2025-08-30,2025-08,Organic,Discount,Mobile,Returning,Metro,1,1,0,0,0,0,499.0,0.0,Saturday
994285,11074,2025-12-19,2025-12,Paid Ads,Influencer,Mobile,Returning,Metro,1,0,0,0,0,0,499.0,0.0,Friday
366278,11075,2025-10-17,2025-10,Organic,New Launch,Desktop,Returning,Metro,1,0,0,0,0,0,499.0,0.0,Friday
977860,11076,2025-11-07,2025-11,Organic,Influencer,Mobile,New,Metro,1,1,1,0,0,0,499.0,0.0,Friday
663889,11077,2025-08-14,2025-08,Organic,Discount,Mobile,New,Metro,1,0,0,0,0,0,499.0,0.0,Thursday
960321,11078,2025-11-16,2025-11,Social,Discount,Mobile,New,Non-Metro,1,1,0,0,0,0,499.0,0.0,Sunday
377834,11079,2025-12-14,2025-12,Social,Discount,Mobile,Returning,Metro,1,1,0,0,0,0,499.0,0.0,Sunday
364053,11080,2025-10-31,2025-10,Email,New Launch,Desktop,New,Metro,1,0,0,0,0,0,499.0,0.0,Friday
453383,11081,2025-07-07,2025-07,Paid Ads,Influencer,Desktop,Returning,Non-Metro,1,1,0,0,0,0,499.0,0.0,Monday
442176,11082,2025-07-29,2025-07,Paid Ads,Influencer,Desktop,New,Non-Metro,1,0,0,0,0,0,499.0,0.0,Tuesday
636350,11083,2025-09-02,2025-09,Social,New Launch,Desktop,Returning,Non-Metro,1,0,0,0,0,0,499.0,0.0,Tuesday
437530,11084,2025-11-29,2025-11,Organic,Discount,Mobile,Returning,Metro,1,1,0,0,0,0,499.0,0.0,Saturday
848597,11085,2025-09-05,2025-09,Organic,Influencer,Desktop,New,Non-Metro,1,1,1,0,0,0,499.0,0.0,Friday
790091,11086,2025-07-01,2025-07,Email,Discount,Mobile,New,Metro,1,0,0,0,0,0,499.0,0.0,Tuesday
236225,11087,2025-10-05,2025-10,Paid Ads,Discount,Desktop,Returning,Non-Metro,1,0,0,0,0,0,499.0,0.0,Sunday
241553,11088,2025-10-24,2025-10,Organic,New Launch,Mobile,New,Non-Metro,1,1,0,0,0,0,499.0,0.0,Friday
199270,11089,2025-12-21,2025-12,Paid Ads,Discount,Mobile,New,Non-Metro,1,1,0,0,0,0,499.0,0.0,Sunday
952857,11090,2025-08-12,2025-08,Social,Influencer,Desktop,New,Non-Metro,1,1,0,0,0,0,499.0,0.0,Tuesday
818960,11091,2025-11-15,2025-11,Paid Ads,New Launch,Mobile,New,Non-Metro,1,1,1,1,1,1,1675.59,1508.031,Saturday
709269,11092,2025-09-17,2025-09,Organic,New Launch,Mobile,New,Metro,1,0,0,0,0,0,499.0,0.0,Wednesday
728758,11093,2025-09-13,2025-09,Social,Influencer,Desktop,New,Non-Metro,1,1,0,0,0,0,499.0,0.0,Saturday
783565,11094,2025-11-05,2025-11,Paid Ads,New Launch,Mobile,Returning,Metro,1,0,0,0,0,0,499.0,0.0,Wednesday
188887,11095,2025-12-08,2025-12,Social,New Launch,Mobile,Returning,Non-Metro,1,1,0,0,0,0,499.0,0.0,Monday
443686,11096,2025-08-07,2025-08,Email,New Launch,Desktop,New,Non-Metro,1,1,0,0,0,0,499.0,0.0,Thursday
935544,11097,2025-11-25,2025-11,Social,Influencer,Mobile,New,Non-Metro,1,1,0,0,0,0,499.0,0.0,Tuesday
242012,11098,2025-10-04,2025-10,Paid Ads,Discount,Mobile,New,Metro,1,1,1,1,0,0,499.0,0.0,Saturday
945442,11099,2025-08-22,2025-08,Social,Influencer,Mobile,Returning,Non-Metro,1,0,0,0,0,0,499.0,0.0,Friday
832154,11100,2025-08-24,2025-08,Organic,New Launch,Mobile,New,Metro,1,1,0,0,0,0,499.0,0.0,Sunday
386629,11101,2025-07-17,2025-07,Paid Ads,Influencer,Mobile,New,Non-Metro,1,1,0,0,0,0,499.0,0.0,Thursday
713587,11102,2025-12-21,2025-12,Paid Ads,Discount,Desktop,New,Non-Metro,1,1,0,0,0,0,499.0,0.0,Sunday
617537,11103,2025-10-08,2025-10,Paid Ads,New Launch,Desktop,New,Metro,1,1,0,0,0,0,499.0,0.0,Wednesday
992016,11104,2025-11-07,2025-11,Paid Ads,New Launch,Mobile,New,Non-Metro,1,1,0,0,0,0,499.0,0.0,Friday
494283,11105,2025-10-06,2025-10,Organic,Discount,Mobile,New,Non-Metro,1,1,0,0,0,0,499.0,0.0,Monday
907039,11106,2025-11-16,2025-11,Paid Ads,Discount,Mobile,Returning,Non-Metro,1,1,0,0,0,0,499.0,0.0,Sunday
340491,11107,2025-09-16,2025-09,Paid Ads,Discount,Desktop,New,Metro,1,0,0,0,0,0,499.0,0.0,Tuesday
685885,11108,2025-07-10,2025-07,Organic,Discount,Mobile,New,Metro,1,1,1,1,1,0,2429.26,2429.26,Thursday
357808,11109,2025-07-23,2025-07,Organic,Discount,Mobile,New,Metro,1,0,0,0,0,0,499.0,0.0,Wednesday
960986,11110,2025-09-26,2025-09,Organic,New Launch,Mobile,Returning,Non-Metro,1,1,0,0,0,0,499.0,0.0,Friday
867842,11111,2025-08-13,2025-08,Paid Ads,New Launch,Mobile,New,Metro,1,0,0,0,0,0,499.0,0.0,Wednesday
901619,11112,2025-10-13,2025-10,Paid Ads,New Launch,Mobile,New,Metro,1,1,0,0,0,0,499.0,0.0,Monday
858271,11113,2025-12-03,2025-12,Social,New Launch,Mobile,New,Metro,1,0,0,0,0,0,499.0,0.0,Wednesday
890417,11114,2025-07-27,2025-07,Paid Ads,Discount,Desktop,New,Non-Metro,1,1,0,0,0,0,499.0,0.0,Sunday
798412,11115,2025-12-23,2025-12,Paid Ads,Discount,Mobile,Returning,Metro,1,1,0,0,0,0,499.0,0.0,Tuesday
250635,11116,2025-10-26,2025-10,Organic,New Launch,Desktop,New,Metro,1,0,0,0,0,0,499.0,0.0,Sunday
802682,11117,2025-08-06,2025-08,Email,Discount,Mobile,New,Metro,1,1,0,0,0,0,499.0,0.0,Wednesday
816605,11118,2025-09-02,2025-09,Organic,Discount,Mobile,Returning,Non-Metro,1,0,0,0,0,0,499.0,0.0,Tuesday
937946,11119,2025-08-16,2025-08,Organic,New Launch,Mobile,Returning,Non-Metro,1,0,0,0,0,0,499.0,0.0,Saturday
380752,11120,2025-08-18,2025-08,Social,Influencer,Mobile,New,Non-Metro,1,1,1,1,1,0,2265.55,2265.55,Monday
957759,11121,2025-09-04,2025-09,Organic,New Launch,Mobile,New,Metro,1,1,0,0,0,0,499.0,0.0,Thursday
812585,11122,2025-08-14,2025-08,Social,Discount,Mobile,Returning,Non-Metro,1,1,1,1,1,1,2718.12,2446.308,Thursday
567210,11123,2025-08-27,2025-08,Social,New Launch,Desktop,New,Metro,1,0,0,0,0,0,499.0,0.0,Wednesday
352773,11124,2025-10-15,2025-10,Paid Ads,Discount,Desktop,Returning,Non-Metro,1,0,0,0,0,0,499.0,0.0,Wednesday
379365,11125,2025-09-03,2025-09,Organic,Influencer,Desktop,Returning,Non-Metro,1,0,0,0,0,0,499.0,0.0,Wednesday
934938,11126,2025-11-03,2025-11,Paid Ads,New Launch,Mobile,New,Metro,1,1,0,0,0,0,499.0,0.0,Monday
907400,11127,2025-09-06,2025-09,Organic,Influencer,Desktop,New,Non-Metro,1,0,0,0,0,0,499.0,0.0,Saturday
489821,11128,2025-10-20,2025-10,Organic,New Launch,Desktop,Returning,Metro,1,0,0,0,0,0,499.0,0.0,Monday
313678,11129,2025-07-03,2025-07,Social,New Launch,Mobile,New,Non-Metro,1,1,1,0,0,0,499.0,0.0,Thursday
521153,11130,2025-09-28,2025-09,Organic,Discount,Desktop,Returning,Metro,1,1,0,0,0,0,499.0,0.0,Sunday
555651,11131,2025-09-09,2025-09,Social,Discount,Mobile,Returning,Metro,1,0,0,0,0,0,499.0,0.0,Tuesday
280580,11132,2025-09-24,2025-09,Social,Influencer,Desktop,Returning,Metro,1,0,0,0,0,0,499.0,0.0,Wednesday
886064,11133,2025-07-10,2025-07,Paid Ads,Discount,Mobile,Returning,Metro,1,0,0,0,0,0,499.0,0.0,Thursday
619911,11134,2025-07-10,2025-07,Organic,Discount,Mobile,New,Metro,1,1,0,0,0,0,499.0,0.0,Thursday
272903,11135,2025-08-08,2025-08,Social,Discount,Mobile,New,Metro,1,0,0,0,0,0,499.0,0.0,Friday
536149,11136,2025-09-03,2025-09,Paid Ads,Influencer,Mobile,New,Non-Metro,1,1,1,1,0,0,499.0,0.0,Wednesday
540523,11137,2025-10-21,2025-10,Paid Ads,Discount,Mobile,New,Metro,1,1,0,0,0,0,499.0,0.0,Tuesday
803700,11138,2025-08-27,2025-08,Paid Ads,Discount,Mobile,Returning,Metro,1,1,0,0,0,0,499.0,0.0,Wednesday
202951,11139,2025-08-06,2025-08,Paid Ads,New Launch,Mobile,New,Non-Metro,1,1,0,0,0,0,499.0,0.0,Wednesday
994738,11140,2025-11-05,2025-11,Paid Ads,Influencer,Desktop,New,Metro,1,1,1,1,0,0,499.0,0.0,Wednesday
405745,11141,2025-09-13,2025-09,Organic,New Launch,Mobile,New,Metro,1,1,0,0,0,0,499.0,0.0,Saturday
831316,11142,2025-08-03,2025-08,Organic,Influencer,Mobile,Returning,Metro,1,1,0,0,0,0,499.0,0.0,Sunday
172178,11143,2025-10-31,2025-10,Paid Ads,Influencer,Desktop,Returning,Non-Metro,1,1,0,0,0,0,499.0,0.0,Friday
316383,11144,2025-11-15,2025-11,Paid Ads,New Launch,Mobile,New,Non-Metro,1,1,0,0,0,0,499.0,0.0,Saturday
